{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you can t defeat tom alone', 'Target Sentence': 'no puedes derrotar tu solo a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i didn t like what he said at all', 'Target Sentence': 'no me gusto nada lo que dijo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he has nothing to do with it', 'Target Sentence': 'el no tiene nada que ver con eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the plane took off and was soon out of sight', 'Target Sentence': 'el avion despego y a lo pronto desaparecio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t really feel like doing that', 'Target Sentence': 'no tengo ganas de hacerlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what on earth do you think you re doing ?', 'Target Sentence': 'que demonios te crees que estas haciendo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is a graphic designer isn t he ?', 'Target Sentence': 'tom es disenador grafico no ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve never forgotten you', 'Target Sentence': 'nunca te he olvidado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why is everyone so mean to me ?', 'Target Sentence': 'por que son todos tan malos conmigo ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the offer was refused', 'Target Sentence': 'la oferta fue rechazada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he can t have lost his keys', 'Target Sentence': 'el no puede haber perdido sus llaves', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'let s not waste what little time we have', 'Target Sentence': 'no desperdiciemos el poco tiempo que tenemos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what are you getting ready for ?', 'Target Sentence': 'para que te estas preparando ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you re not entirely wrong', 'Target Sentence': 'no estas del todo equivocado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have things to do tomorrow', 'Target Sentence': 'manana tengo cosas que hacer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'isn t that right ?', 'Target Sentence': 'a que si ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he wasn t earning a large salary when he retired', 'Target Sentence': 'el no estaba ganando un gran sueldo cuando se jubilo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know you ll do a wonderful job', 'Target Sentence': 'se que haras un trabajo fabuloso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i learned a lot this weekend', 'Target Sentence': 'aprendi mucho este fin de semana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it serves you right', 'Target Sentence': 'lo tienes bien merecido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t a busy person', 'Target Sentence': 'tom no es una persona ocupada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they need a doctor', 'Target Sentence': 'necesitan un medico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it happened while i wasn t looking', 'Target Sentence': 'ocurrio cuando no estaba mirando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'these are my friends', 'Target Sentence': 'estos son mis amigos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i regret telling you the truth', 'Target Sentence': 'me arrepiento de haberte dicho la verdad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'hey be careful with that !', 'Target Sentence': 'hey tengan cuidado con eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the medicine didn t do me any good', 'Target Sentence': 'esta medicina no me hace ningun bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you shouldn t eavesdrop', 'Target Sentence': 'tu no deberias escuchar a escondidas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there is an urgent need for qualified teachers', 'Target Sentence': 'hay una urgente necesidad de profesores cualificados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'someone who knows english well must have written this', 'Target Sentence': 'alguien que sabe bien ingles debio haberlo escrito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he explained the rule to me', 'Target Sentence': 'el me explico la regla', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom just moved into a new apartment', 'Target Sentence': 'tom acaba de mudarse a un nuevo departamento', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t wait for the weekend to begin', 'Target Sentence': 'estoy deseando que empiece el fin de semana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i went to the supermarket and bought a bag of rice', 'Target Sentence': 'fui al super y compre un paquete de arroz', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s not weird', 'Target Sentence': 'no es raro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he ran at full speed', 'Target Sentence': 'el corrio a toda velocidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'can you do me a tiny favor ?', 'Target Sentence': 'puedes hacerme un favor pequenito ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i think we should start making plans for the summer', 'Target Sentence': 'creo que deberiamos empezar a hacer planes para el verano', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the clown went back to the circus', 'Target Sentence': 'el payaso volvio al circo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'when was the last time you cooked ?', 'Target Sentence': 'cuando fue la ultima vez que cocinaste ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she made friends with them at the school festival', 'Target Sentence': 'se hizo amiga de ellos en el festival escolar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is pathetic', 'Target Sentence': 'es patetico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we need some more firewood', 'Target Sentence': 'necesitamos un poco mas de lena', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i did what i was told', 'Target Sentence': 'hice lo que se me ordeno', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom waved his arms', 'Target Sentence': 'tom agito los brazos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'neil armstrong was the first astronaut to walk on the moon', 'Target Sentence': 'neil armstrong fue el primer astronauta en caminar sobre la luna', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom doesn t get along with his neighbors', 'Target Sentence': 'tom no se lleva bien con sus vecinos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll sleep on it', 'Target Sentence': 'lo consultare con la almohada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this house and this land are mine', 'Target Sentence': 'esta casa y esta tierra son mias !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i need to go in', 'Target Sentence': 'necesito entrar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'when i was a child i used to swim in that pond', 'Target Sentence': 'cuando yo era un nino solia ir a nadar en aquel estanque', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that was a close call', 'Target Sentence': 'eso ha estado cerca', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s in the fridge', 'Target Sentence': 'esta en el refri', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m very hungry', 'Target Sentence': 'estoy muy hambriento', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should get to school', 'Target Sentence': 'deberias ir al colegio', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll call for you at tomorrow morning', 'Target Sentence': 'te llamare manana a las de la manana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it will not be long before the new term begins', 'Target Sentence': 'no sera mucho antes de que el nuevo trimestre empiece', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we re guests', 'Target Sentence': 'somos invitados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there s a hole in this sock', 'Target Sentence': 'este calcetin tiene un agujero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'give me a minute ok ?', 'Target Sentence': 'dame un minuto vale ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do the trains run on diesel oil ?', 'Target Sentence': 'los trenes funcionan con gasoil ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'when were you born ?', 'Target Sentence': 'cuando naciste ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'someone has taken my shoes by mistake', 'Target Sentence': 'alguien tomo mis zapatos por error', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i thought it was a mistake to go talk to tom about that', 'Target Sentence': 'me parecio que fue un error ir a hablar con tom acerca de eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is he going to make it ?', 'Target Sentence': 'lo lograra ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we just wanted to make sure', 'Target Sentence': 'solo queriamos asegurarnos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m glad you got back', 'Target Sentence': 'me alegro que estes de vuelta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t think that i like that', 'Target Sentence': 'no creo que me guste eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'on leaving school he went to africa', 'Target Sentence': 'al dejar el colegio fue para africa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'could you give us a ride home ?', 'Target Sentence': 'nos llevas a casa ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t know what i have to write', 'Target Sentence': 'no puedo saber que tengo que escribir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i love french coffee', 'Target Sentence': 'me encanta el cafe frances', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom will be alone', 'Target Sentence': 'tom estara solo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there was a great deal of conjecture as to what would happen', 'Target Sentence': 'se hacian muchas conjeturas sobre lo que iba a ocurrir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it was my first night among strangers', 'Target Sentence': 'fue mi primera noche entre extranjeros', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i used to be like that', 'Target Sentence': 'solia ser asi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'give me a kiss', 'Target Sentence': 'dame un beso !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i like korean cuisine', 'Target Sentence': 'me gusta la comida coreana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the hunter aimed at the bird but missed', 'Target Sentence': 'el cazador le apunto al pajaro pero fallo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we intended to let you in on the secret', 'Target Sentence': 'teniamos la intencion de hacerte participe del secreto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we heard her cry', 'Target Sentence': 'oimos su grito', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it is dangerous to drink too much', 'Target Sentence': 'es peligroso beber en exceso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom has a strange way of talking', 'Target Sentence': 'tom tiene una forma rara de hablar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my nose itches', 'Target Sentence': 'tengo comezon en la nariz', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom stopped laughing', 'Target Sentence': 'tom dejo de reir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the first atomic bomb was dropped on japan', 'Target Sentence': 'la primera bomba atomica fue arrojada sobre japon', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my sister plays the piano every day', 'Target Sentence': 'mi hermana toca el piano todos los dias', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is very painful', 'Target Sentence': 'esto es muy doloroso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we can easily walk there', 'Target Sentence': 'podemos caminar hasta alli facilmente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'foxes are wild animals', 'Target Sentence': 'los zorros son animales salvajes', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the sky is clear almost every day', 'Target Sentence': 'el cielo esta despejado casi todos los dias', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i always got good grades in french', 'Target Sentence': 'siempre me saque buenas notas en frances', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'a big wave turned over his canoe', 'Target Sentence': 'una gran ola volco su canoa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why don t we pay tom a visit ?', 'Target Sentence': 'por que no le hacemos una visita a tom ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'drop your weapons !', 'Target Sentence': 'arroja tus armas !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you ll always be welcome in this house', 'Target Sentence': 'siempre seran bienvenidos a esta casa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom shuddered', 'Target Sentence': 'tom temblo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom had a heart attack last year', 'Target Sentence': 'tom tuvo un paro cardiaco el ano pasado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'won t you speak to tom about it ?', 'Target Sentence': 'no hablaran con tom al respecto ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i feel like i m bothering you', 'Target Sentence': 'siento como si te estuviera molestando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you should tell him the truth', 'Target Sentence': 'deberiais decirle la verdad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i think we ve done a great job', 'Target Sentence': 'pienso que hemos hecho un trabajo estupendo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he doesn t have a hat on', 'Target Sentence': 'el no lleva sombrero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i am so busy that i can t help you', 'Target Sentence': 'estoy tan ocupada que no puedo ayudarlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'how much did they cost ?', 'Target Sentence': 'cuanto costaron ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this puzzle has pieces', 'Target Sentence': 'este rompecabezas tiene piezas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you have any children ?', 'Target Sentence': 'teneis hijos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom only wears brand name clothes', 'Target Sentence': 'tom solo lleva ropa de marca', 'Predicted Sentence': '', 'Bleu Score': 0}
