/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 2-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 3-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
/anaconda/envs/azureml_py38_PT_and_TF/lib/python3.8/site-packages/nltk/translate/bleu_score.py:552: UserWarning:
The hypothesis contains 0 counts of 4-gram overlaps.
Therefore the BLEU score evaluates to 0, independently of
how many N-gram overlaps of lower order it contains.
Consider using lower n-gram order or use SmoothingFunction()
  warnings.warn(_msg)
{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': 'colecciona proyectos invitar', 'Bleu Score': 0}
{'Input Sentence': 'i ll send you the link', 'Target Sentence': 'le enviare el enlace', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we killed time by playing cards', 'Target Sentence': 'nosotros hicimos la hora jugando cartas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom started writing', 'Target Sentence': 'tom empezo a escribir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'all you have to do is keep your mouth shut', 'Target Sentence': 'lo unico que tienes que hacer es tener la boca cerrada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom took his shirt off', 'Target Sentence': 'tom se quito su camisa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'both dogs are asleep', 'Target Sentence': 'ambos perros duermen', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you ll soon be able to ski well', 'Target Sentence': 'pronto seras capaz de esquiar bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we don t know what to do', 'Target Sentence': 'no sabemos que hacer', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i know you ll do a wonderful job', 'Target Sentence': 'se que haras un trabajo fabuloso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i learned a lot this weekend', 'Target Sentence': 'aprendi mucho este fin de semana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it serves you right', 'Target Sentence': 'lo tienes bien merecido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom isn t a busy person', 'Target Sentence': 'tom no es una persona ocupada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they need a doctor', 'Target Sentence': 'necesitan un medico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it happened while i wasn t looking', 'Target Sentence': 'ocurrio cuando no estaba mirando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'these are my friends', 'Target Sentence': 'estos son mis amigos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i regret telling you the truth', 'Target Sentence': 'me arrepiento de haberte dicho la verdad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'hey be careful with that !', 'Target Sentence': 'hey tengan cuidado con eso', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom won t win', 'Target Sentence': 'tom no ganara', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'some women don t shave their legs', 'Target Sentence': 'algunas mujeres no se afeitan las piernas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i m not likely to be finished doing that before monday afternoon', 'Target Sentence': 'no parece que vaya a terminar de hacer eso antes del lunes por la tarde', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'war broke out in', 'Target Sentence': 'la guerra estallo en', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t give up now', 'Target Sentence': 'no puedo rendirme ahora', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can do or say whatever i want', 'Target Sentence': 'puedo hacer o decir todo lo que yo quiera', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she plays the guitar', 'Target Sentence': 'ella toca la guitarra', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s amazing how loud my classmates are in english class', 'Target Sentence': 'es impresionante lo ruidosos que son mis companeros durante las clases de ingles', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this puzzle has pieces', 'Target Sentence': 'este rompecabezas tiene piezas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you have any children ?', 'Target Sentence': 'teneis hijos ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom only wears brand name clothes', 'Target Sentence': 'tom solo lleva ropa de marca', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom couldn t stay silent any longer', 'Target Sentence': 'tom ya no pudo quedarse callado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom finally smiled', 'Target Sentence': 'por fin sonrio tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'is that a stork or a heron ?', 'Target Sentence': 'eso es una ciguena o una garza ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'if he had insulted me i would have given him a shove', 'Target Sentence': 'si me hubiera insultado le habria dado un empujon', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to leave now', 'Target Sentence': 'tengo que irme ahora', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you d better tell me the whole story', 'Target Sentence': 'me tenias que haber contado la historia completa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have to change it', 'Target Sentence': 'tengo que cambiarlo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i need information', 'Target Sentence': 'necesito informacion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he is something of a celebrity', 'Target Sentence': 'es una especie de celebridad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what can you see up ahead ?', 'Target Sentence': 'que puedes atisbar alli al frente ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'words cannot express the extent to which you are wrong', 'Target Sentence': 'las palabras no pueden describir hasta que punto estas equivocado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you don t have to convince me you have to convince tom', 'Target Sentence': 'no tienes que convencerme a mi tienes que convencer a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i will be free in ten minutes', 'Target Sentence': 'estare libre en minutos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this machine is easy to handle', 'Target Sentence': 'esta maquina es facil de manejar', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i had a room with a beautiful view of the mountains', 'Target Sentence': 'tenia una habitacion con una hermosa vista de las montanas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i could not persuade him that it was true', 'Target Sentence': 'no he podido convencerle de que era cierto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the photo was a hoax', 'Target Sentence': 'la foto fue un engano', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she decided to study abroad', 'Target Sentence': 'ella decidio estudiar en el extranjero', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it s a little cool today', 'Target Sentence': 'hace un poco de frio hoy', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i tried to stay up all night', 'Target Sentence': 'intente permanecer levantado toda la noche', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have nothing to live for', 'Target Sentence': 'yo no tengo nada por lo que vivir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you know how to dance ?', 'Target Sentence': 'sabes bailar ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i always take a shower in the morning', 'Target Sentence': 'siempre me doy una ducha por la manana', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'wash your hands', 'Target Sentence': 'lavate las manos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'those are the sunglasses i thought i d lost', 'Target Sentence': 'esas son las gafas de sol que pense que habia perdido', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she understands him', 'Target Sentence': 'ella le entiende', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'mary played the role of an old woman in the play', 'Target Sentence': 'mary interpreto el papel de anciana en la obra de teatro', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'please come over', 'Target Sentence': 'por favor vente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'why didn t you answer ?', 'Target Sentence': 'por que no atendias ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom was very lucky', 'Target Sentence': 'tom era muy afortunado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it seemed too good to be true', 'Target Sentence': 'parecia demasiado bueno para ser verdad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wasn t ready to go', 'Target Sentence': 'no estaba preparado para ir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my boss just fired me', 'Target Sentence': 'mi jefe me acaba de despedir', 'Predicted Sentence': '', 'Bleu Score': 0}
3m 44s (- 0m 9s) (48 96%) Train Loss: 2.0892, Val Loss: 2.0675
{'Input Sentence': 'put it back', 'Target Sentence': 'regresalo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'abandon ship !', 'Target Sentence': 'abandonen la nave !', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we re goners', 'Target Sentence': 'estamos desahuciados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we ve got plenty of time', 'Target Sentence': 'tenemos un monton de tiempo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom has to do something about this problem', 'Target Sentence': 'tom tiene que hacer algo respecto a este problema', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'let s find a safe place to hide', 'Target Sentence': 'busquemos un lugar seguro para escondernos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i felt sorry for the boy', 'Target Sentence': 'me senti mal por el nino', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is mary s brother not her father', 'Target Sentence': 'tom es el hermano de mary no su padre', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the drug culture has its own rules', 'Target Sentence': 'la cultura de la droga tiene sus propias reglas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom hates his neighbor', 'Target Sentence': 'tomas detesta a su vecino', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i like him', 'Target Sentence': 'el me gusta', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'there is a cottage beyond the bridge', 'Target Sentence': 'hay una cabana cruzando el puente', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'hot lemon with honey is a good remedy for colds', 'Target Sentence': 'limon caliente con miel es un buen remedio para los resfriados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'he went on reading the book as if nothing had happened', 'Target Sentence': 'siguio leyendo el libro como si nada hubiera pasado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t help thinking my father is still alive', 'Target Sentence': 'no puedo evitar pensar que mi padre sigue con vida', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'she was disappointed and angry with herself for being so', 'Target Sentence': 'ella estaba desilusionada y enojada consigo misma por ser asi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i went there yesterday', 'Target Sentence': 'ayer fui alli', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t know if i could stand being away from you', 'Target Sentence': 'no se si soportaria estar lejos de ti', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the footnotes are at the bottom of the page', 'Target Sentence': 'las anotaciones estan al pie de la pagina', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'beauty isn t important', 'Target Sentence': 'la belleza no es importante', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you have much snow in your country ?', 'Target Sentence': 'nieva mucho en tu pais ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tell her that i am repairing the refrigerator', 'Target Sentence': 'dile que estoy arreglando el frigorifico', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i wish i had a house of my own', 'Target Sentence': 'desearia tener una casa propia', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom went home angry', 'Target Sentence': 'tom se fue a casa enojado', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what are you suggesting ?', 'Target Sentence': 'que propones ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i saw tom s car pull into the driveway', 'Target Sentence': 'vi el coche de tom aparcar en el camino de entrada', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that s not silver', 'Target Sentence': 'eso no es plata', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you shouldn t read in such poor light', 'Target Sentence': 'no deberias leer con tan poca luz', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i eat thai food every chance i get', 'Target Sentence': 'yo como comida thai cada vez que tengo la oportunidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have another cup', 'Target Sentence': 'sirvase otra copa', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom is the taller of the two boys', 'Target Sentence': 'tom es el mas alto de los dos chicos', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have a good time on your date', 'Target Sentence': 'pasatelo bien en tu cita', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom got drunk and drowned while taking a bath', 'Target Sentence': 'tom se emborracho y se ahogo mientras se banaba', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'it doesn t work very well', 'Target Sentence': 'no funciona muy bien', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t want to see him again', 'Target Sentence': 'no quiero verlo de nuevo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'what are your duties ?', 'Target Sentence': 'cuales son sus funciones ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you have any sisters ?', 'Target Sentence': 'teneis hermanas ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'that s not tom s bicycle', 'Target Sentence': 'esa no es la bicicleta de tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'do you enjoy studying ?', 'Target Sentence': 'disfrutas estudiando ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'my eyes are tired', 'Target Sentence': 'tengo los ojos cansados', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t understand this', 'Target Sentence': 'yo no entiendo esto', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'have you been there ?', 'Target Sentence': 'has estado alli ?', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'someone is looking at me', 'Target Sentence': 'alguien me esta mirando', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i have the best job in the world', 'Target Sentence': 'tengo el mejor trabajo del mundo', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'you can count on me to be there by', 'Target Sentence': 'estare alli mas o menos a las', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ve forgotten your address', 'Target Sentence': 'he olvidado tu direccion', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i ll never forget your kindness', 'Target Sentence': 'nunca olvidare tu amabilidad', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we re the best', 'Target Sentence': 'somos los mejores', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'this is a strange sentence', 'Target Sentence': 'esta es una frase rara', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i can t put up with the heat any longer', 'Target Sentence': 'ya no puedo soportar el calor ni un momento mas', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'the theory is too abstract for me', 'Target Sentence': 'la teoria es demasiado abstracta para mi', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'i don t know where to go', 'Target Sentence': 'no se adonde ir', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'tom sometimes plays tennis with mary', 'Target Sentence': 'a veces tom juega tenis con mary', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'we know where tom is', 'Target Sentence': 'sabemos donde esta tom', 'Predicted Sentence': '', 'Bleu Score': 0}
{'Input Sentence': 'they loved tom', 'Target Sentence': 'ellos amaban a tom', 'Predicted Sentence': '', 'Bleu Score': 0}
